20130624	6	1675990
20130624	7	806250
20130624	8	807012
20130624	9	807074
20130624	11	7205298
20130624	12	4018640
20130624	13	4023364
20130624	14	3982649
20130624	16	1410296
20130624	17	1111895
20130624	18	1114653
20130624	19	1090811
20130624	20	4096326
20130624	40	25248538
20130624	60	16832359
20130624	80	14026966
20130625	6	1549200
20130625	7	690386
20130625	8	690899
20130625	9	689739
20130625	11	6158463
20130625	12	3050108
20130625	13	3050693
20130625	14	3033763
20130625	16	1565539
20130625	17	1266428
20130625	18	1273633
20130625	19	1237110
20130625	20	3620224
20130625	40	21830364
20130625	60	14553576
20130625	80	12127980
20130626	6	1559255
20130626	7	693105
20130626	8	693608
20130626	9	693989
20130626	11	6553748
20130626	12	4032645
20130626	13	4026605
20130626	14	3985644
20130626	16	1080058
20130626	17	808031
20130626	18	806709
20130626	19	794926
20130626	20	3639957
20130626	40	23155490
20130626	60	15436993
20130626	80	12864161
20130627	6	1482472
20130627	7	639204
20130627	8	639744
20130627	9	639562
20130627	11	1021508
20130627	12	666234
20130627	13	665525
20130627	14	659128
20130627	16	501906
20130627	17	323710
20130627	18	323662
20130627	19	335698
20130627	20	3400982
20130627	40	7108517
20130627	60	4739011
20130627	80	3949176
20130628	6	1606239
20130628	7	754202
20130628	8	757374
20130628	9	756691
20130628	11	3012605
20130628	12	2090583
20130628	13	2099676
20130628	14	2065956
20130628	16	1695145
20130628	17	1402701
20130628	18	1408623
20130628	19	1327431
20130628	20	3874506
20130628	40	17079503
20130628	60	11386335
20130628	80	9488613
20130629	6	1489148
20130629	7	648085
20130629	8	648738
20130629	9	648594
20130629	11	2369627
20130629	12	1243823
20130629	13	1249645
20130629	14	1247268
20130629	16	658329
20130629	17	452397
20130629	18	454854
20130629	19	457352
20130629	20	3434565
20130629	40	10411074
20130629	60	6940716
20130629	80	5783930
20130630	6	1942609
20130630	7	1026675
20130630	8	1027209
20130630	9	1026575
20130630	11	6678250
20130630	12	3148466
20130630	13	3151909
20130630	14	3145211
20130630	16	1196922
20130630	17	920731
20130630	18	923417
20130630	19	897422
20130630	20	5023068
20130630	40	22576856
20130630	60	15051237
20130630	80	12542698
20130701	6	1675990
20130701	7	806250
20130701	8	807012
